,Amm_Nitrog,Boron,Calcium,Chloride,Copper,Date,FIRST_N,FIRST_Trea,Iron,Magnesium,Manganese,N_K_Ratio,N_P_Ratio,N_S_Ratio,Paddock,Phosphorus,Potassium,Sample,Sodium,Sulfur,Total_Nitr,WT,Zinc,avg_EVI,avg_GDVI,avg_GRVI,avg_NDRE,avg_NDVI,avg_SAVI,avg_SCCCI,avg_TCARI,avg_TGI,avg_VARI,cnt_EVI,cnt_GDVI,cnt_GRVI,cnt_NDRE,cnt_NDVI,cnt_SAVI,cnt_SCCCI,cnt_TCARI,cnt_TGI,cnt_VARI,file,geometry,max_EVI,max_GDVI,max_GRVI,max_NDRE,max_NDVI,max_SAVI,max_SCCCI,max_TCARI,max_TGI,max_VARI,min_EVI,min_GDVI,min_GRVI,min_NDRE,min_NDVI,min_SAVI,min_SCCCI,min_TCARI,min_TGI,min_VARI,p25_EVI,p25_GDVI,p25_GRVI,p25_NDRE,p25_NDVI,p25_SAVI,p25_SCCCI,p25_TCARI,p25_TGI,p25_VARI,p50_EVI,p50_GDVI,p50_GRVI,p50_NDRE,p50_NDVI,p50_SAVI,p50_SCCCI,p50_TCARI,p50_TGI,p50_VARI,p75_EVI,p75_GDVI,p75_GRVI,p75_NDRE,p75_NDVI,p75_SAVI,p75_SCCCI,p75_TCARI,p75_TGI,p75_VARI,std_EVI,std_GDVI,std_GRVI,std_NDRE,std_NDVI,std_SAVI,std_SCCCI,std_TCARI,std_TGI,std_VARI,DAH
0,,,,,,8/11/2017,110,Early,,,,,,,,,,,,,,WT1_1,,0.375748018,0.563337508,3.635031069,0.317653183,0.57664651,0.467569142,0.553590757,-8.843432197,2.225702874,0.056228721,63227,63227,63227,63227,63227,63227,63227,63227,63227,63227,C:/Users/LAT057/Documents/fine scale yield and leaf N prediction/SHP_Leaf_N\Tully_171108_WT1_transparent_reflectance_5bands_georef_stack_RE_stats.shp,"MULTIPOLYGON (((394021.9676900676 8010382.015827292, 394019.1769616626 8010350.493477353, 394017.7084826781 8010350.629824266, 394020.2880196271 8010382.175299108, 394021.9676900676 8010382.015827292)), ((394017.19992658 8010382.468489843, 394014.4969848259 8010350.928008864, 394012.7825218759 8010351.087195159, 394015.4513483011 8010382.63450393, 394017.19992658 8010382.468489843)))",0.620622933,0.713151157,5.97231245,0.50130415,0.798303366,0.668060303,0.825003266,-4.256851673,5.726790428,0.12609145,0.149953976,0.395252854,2.307167292,0.170115128,0.290349752,0.230182275,0.381730318,-20.20040894,-1.1670928,0.025652653,0.321008399,0.529668063,3.252316117,0.278928801,0.502566993,0.410039976,0.526388943,-10.49283218,1.684534192,0.044487493,0.376288146,0.562860608,3.575199127,0.316102982,0.584471762,0.47117582,0.551510215,-8.34268856,2.26691103,0.05376045,0.430010647,0.597515881,3.969139934,0.355267361,0.65723756,0.527997285,0.578096509,-6.818075657,2.78721416,0.06603219,0.07507141,0.047053704,0.513819205,0.052462825,0.100190308,0.07824692,0.04043955,2.515507546,0.818603404,0.014938614,58
1,,,,,,8/11/2017,190,Early,,,,,,,,,,,,,,WT1_10,,0.417700036,0.599042407,4.088062769,0.361473499,0.628187988,0.511196208,0.576846811,-9.690628146,2.368533608,0.051252636,92367,92367,92367,92367,92367,92367,92367,92367,92367,92367,C:/Users/LAT057/Documents/fine scale yield and leaf N prediction/SHP_Leaf_N\Tully_171108_WT1_transparent_reflectance_5bands_georef_stack_RE_stats.shp,"MULTIPOLYGON (((393980.8844621077 8010354.048900427, 393978.1574038515 8010322.171696963, 393976.8363274607 8010322.297115696, 393979.3351611233 8010354.192751586, 393980.8844621077 8010354.048900427)), ((393976.0636158154 8010354.496511534, 393973.5491832973 8010322.609186568, 393971.9881286502 8010322.757388065, 393974.5939370944 8010354.632969839, 393976.0636158154 8010354.496511534)))",0.660504937,0.748350203,6.947554588,0.555503011,0.827304304,0.688713729,0.915941417,-3.243531227,6.030202866,0.136424705,0.140055239,0.406245708,2.368396759,0.141848743,0.289538592,0.229302213,0.353160679,-26.83606339,-0.842977524,0.020463225,0.353952944,0.557286292,3.517592192,0.313449919,0.550013244,0.448023826,0.549321383,-11.96735477,1.822951078,0.038634948,0.423524529,0.603139043,4.039548397,0.364317864,0.646964371,0.522227526,0.574562907,-9.19268322,2.415984631,0.047498073,0.486672863,0.642136276,4.588720322,0.409560338,0.717512667,0.582013279,0.601655215,-6.988954067,2.956012964,0.061558088,0.088149626,0.056266184,0.722703756,0.06410152,0.107788344,0.086926004,0.042836458,3.181788682,0.842840111,0.016285608,58
2,,,,,,8/11/2017,190,Early,,,,,,,,,,,,,,WT1_11,,0.391197025,0.585260827,3.909958233,0.347978796,0.598582822,0.484176364,0.584542445,-8.947523552,2.076720436,0.053088369,88317,88317,88317,88317,88317,88317,88317,88317,88317,88317,C:/Users/LAT057/Documents/fine scale yield and leaf N prediction/SHP_Leaf_N\Tully_171108_WT1_transparent_reflectance_5bands_georef_stack_RE_stats.shp,"MULTIPOLYGON (((394016.7185349861 8010318.510827451, 394013.8181582624 8010286.548304797, 394012.2330136003 8010286.699957354, 394014.9954477373 8010318.674411803, 394016.7185349861 8010318.510827451)), ((394011.998765606 8010318.958907145, 394009.0791363021 8010287.001692309, 394007.6513021016 8010287.138294798, 394010.2965896262 8010319.120506248, 394011.998765606 8010318.958907145)))",0.65925473,0.757479012,7.246709347,0.5485906,0.827829063,0.69403702,0.870161891,-3.855576992,5.301417351,0.142830327,0.153403461,0.412409157,2.403728962,0.185122654,0.289886475,0.22391659,0.425989807,-21.94829369,-1.041916847,0.021949399,0.31953603,0.543769181,3.383746624,0.299249738,0.509798527,0.411497653,0.55667907,-10.90908623,1.476728559,0.040434323,0.390365005,0.586082101,3.831875801,0.347619683,0.608294547,0.487832218,0.581076562,-8.231176376,2.139687538,0.049311943,0.462151468,0.627410114,4.367831707,0.395618945,0.694829822,0.560353279,0.60796833,-6.484945774,2.698514462,0.062853724,0.091444641,0.054989392,0.669077648,0.062998988,0.114845969,0.092714052,0.041652494,2.999979603,0.853777951,0.016264195,58
3,,,,,,8/11/2017,70,Early,,,,,,,,,,,,,,WT1_12,,0.386223704,0.566717108,3.677553668,0.321527429,0.582132926,0.475691746,0.555110904,-8.905917572,2.315178216,0.057170198,69000,69000,69000,69000,69000,69000,69000,69000,69000,69000,C:/Users/LAT057/Documents/fine scale yield and leaf N prediction/SHP_Leaf_N\Tully_171108_WT1_transparent_reflectance_5bands_georef_stack_RE_stats.shp,"MULTIPOLYGON (((394006.9057801802 8010319.442418769, 394004.3176822896 8010287.457225921, 394002.6441713794 8010287.617332576, 394005.348987187 8010319.590215678, 394006.9057801802 8010319.442418769)), ((394002.2324138783 8010319.886093102, 393999.4273698961 8010287.925087557, 393998.0196741743 8010288.059763376, 394000.6896812172 8010320.032555169, 394002.2324138783 8010319.886093102)))",0.657093287,0.723396063,6.230554581,0.509301841,0.798899889,0.669234037,0.818665147,-4.126769066,5.658120632,0.130921945,0.154190183,0.389560789,2.276329756,0.144086421,0.290227205,0.233648777,0.300378144,-19.86158371,-0.848055363,0.024282143,0.329766959,0.530974954,3.264164388,0.281239703,0.506271675,0.416469581,0.527361587,-10.68126035,1.753298342,0.044777407,0.386272267,0.566887796,3.617741227,0.320063993,0.589698732,0.478971615,0.552928239,-8.326610565,2.349063516,0.054314461,0.442127526,0.60352397,4.044441104,0.360496759,0.665308893,0.538339794,0.579967141,-6.691607356,2.890840232,0.067525063,0.076630575,0.049406013,0.546171798,0.053878658,0.102146652,0.079841546,0.042030572,2.711743405,0.832978367,0.015905646,58
4,,,,,,8/11/2017,150,Early,,,,,,,,,,,,,,WT1_13,,0.38878755,0.577706536,3.809892126,0.333698594,0.590890988,0.480942722,0.567224843,-9.006374803,2.209038305,0.054755495,77973,77973,77973,77973,77973,77973,77973,77973,77973,77973,C:/Users/LAT057/Documents/fine scale yield and leaf N prediction/SHP_Leaf_N\Tully_171108_WT1_transparent_reflectance_5bands_georef_stack_RE_stats.shp,"MULTIPOLYGON (((393997.5416414526 8010320.33141992, 393994.7339284819 8010288.374114326, 393993.2311300417 8010288.517888729, 393995.9908231082 8010320.478649615, 393997.5416414526 8010320.33141992)), ((393992.6629340733 8010320.794588676, 393990.0698707591 8010288.820329926, 393988.484726097 8010288.971982483, 393991.1690864931 8010320.936409752, 393992.6629340733 8010320.794588676)))",0.627164185,0.722177207,6.198834419,0.512417853,0.809944212,0.678399742,0.802275836,-4.290598392,5.409428596,0.126437813,0.156106889,0.402977675,2.34995842,0.167176411,0.290919453,0.234927267,0.39322871,-24.82141495,-0.750967979,0.022350509,0.323377073,0.538670301,3.335294485,0.288135082,0.507737279,0.413817704,0.542020857,-10.77109718,1.619748235,0.042629711,0.390770257,0.579083264,3.751533747,0.333969563,0.602488875,0.487145633,0.565073192,-8.407783508,2.269479275,0.051523414,0.453548998,0.617112339,4.223464489,0.377580076,0.679877937,0.550512791,0.589725792,-6.72019577,2.820932627,0.064612925,0.084526774,0.052069195,0.605436174,0.059178152,0.108549747,0.086857152,0.039114968,2.797436578,0.846579091,0.015550493,58
5,,,,,,8/11/2017,110,Early,,,,,,,,,,,,,,WT1_14,,0.374207559,0.566682767,3.677780413,0.326206739,0.580056011,0.467879779,0.565411512,-8.707027866,2.17062866,0.054707689,66946,66946,66946,66946,66946,66946,66946,66946,66946,66946,C:/Users/LAT057/Documents/fine scale yield and leaf N prediction/SHP_Leaf_N\Tully_171108_WT1_transparent_reflectance_5bands_georef_stack_RE_stats.shp,"MULTIPOLYGON (((393987.7663277515 8010321.259456699, 393985.2575326162 8010289.28073168, 393983.6064537559 8010289.438692234, 393986.2380138898 8010321.40454989, 393987.7663277515 8010321.259456699)), ((393983.0389905066 8010321.708254862, 393980.562012802 8010289.729957293, 393978.8898638478 8010289.889933646, 393981.5226259427 8010321.852213627, 393983.0389905066 8010321.708254862)))",0.65257436,0.7377581,6.626547337,0.519948781,0.809384763,0.666595519,0.823508561,-4.031533718,5.720196724,0.135644317,0.140755609,0.395287246,2.307355404,0.169048637,0.291781008,0.216834784,0.365315109,-19.34080124,-0.914774895,0.025425509,0.313229509,0.530322164,3.258237958,0.285041995,0.501421005,0.404873252,0.538933948,-10.3180759,1.587963194,0.043126526,0.372643694,0.566824555,3.617067099,0.325615123,0.587908864,0.471234888,0.562543631,-8.149791718,2.209028125,0.052168671,0.435854577,0.60335283,4.042265534,0.36586272,0.664781839,0.534164503,0.588583633,-6.661216021,2.763549328,0.064084129,0.080402207,0.049464462,0.550963324,0.054937672,0.104246126,0.082962916,0.040513125,2.533205221,0.83376703,0.014799914,58
6,,,,,,8/11/2017,0,Early,,,,,,,,,,,,,,WT1_15,,0.378895673,0.577772363,3.802768208,0.338614834,0.604173891,0.479794264,0.562958173,-9.523864461,2.203073058,0.050188194,82725,82725,82725,82725,82725,82725,82725,82725,82725,82725,C:/Users/LAT057/Documents/fine scale yield and leaf N prediction/SHP_Leaf_N\Tully_171108_WT1_transparent_reflectance_5bands_georef_stack_RE_stats.shp,"MULTIPOLYGON (((393978.3401323954 8010322.154349306, 393975.7570566435 8010290.189652801, 393974.0146015198 8010290.356355424, 393976.7518729462 8010322.305133537, 393978.3401323954 8010322.154349306)), ((393973.5094338112 8010322.612960258, 393970.9176283805 8010290.652646296, 393969.2980116116 8010290.807596836, 393972.0185610545 8010322.754498912, 393973.5094338112 8010322.612960258)))",0.639219761,0.733840227,6.514283657,0.52936548,0.810426891,0.679896414,1.012807965,-3.874068975,5.417919636,0.111669272,0.145128459,0.407432616,2.375143528,0.172824308,0.290890932,0.233921364,0.336841017,-23.18807983,-0.498228073,0.020714056,0.322099894,0.541812658,3.365026712,0.2968871,0.529211581,0.421173185,0.534411669,-11.56627274,1.689022422,0.038883038,0.380261779,0.578141451,3.74092555,0.338039339,0.614965141,0.485129327,0.560172319,-8.938229561,2.244926453,0.047180779,0.436303139,0.613358438,4.172750473,0.378496766,0.687804163,0.542146981,0.588194907,-7.0663867,2.745755434,0.059112303,0.078491162,0.048884895,0.576446144,0.056195522,0.102966513,0.080715665,0.042341894,2.985768359,0.776476679,0.01461455,58
7,,,,,,8/11/2017,0,Early,,,,,,,,,,,,,,WT1_16,,0.348800128,0.550930988,3.516226501,0.309371762,0.548316919,0.440187089,0.568012505,-8.179920425,1.900323342,0.057567143,61279,61279,61279,61279,61279,61279,61279,61279,61279,61279,C:/Users/LAT057/Documents/fine scale yield and leaf N prediction/SHP_Leaf_N\Tully_171108_WT1_transparent_reflectance_5bands_georef_stack_RE_stats.shp,"MULTIPOLYGON (((394013.7846177709 8010286.551513653, 394011.3730253858 8010254.535398106, 394009.6552292893 8010254.689098857, 394012.2938593854 8010286.694136171, 394013.7846177709 8010286.551513653)), ((394009.1175500351 8010286.998017227, 394006.4170793432 8010254.978834107, 394004.9366782629 8010255.111293809, 394007.5728975059 8010287.145795856, 394009.1175500351 8010286.998017227)))",0.581442773,0.750916958,7.029448509,0.55446893,0.819574535,0.667002082,0.914524913,-3.304295778,4.822034836,0.129117772,0.146646008,0.403603733,2.353474855,0.148590609,0.289719641,0.219677731,0.3678945,-22.17201233,-1.521119118,0.021609612,0.292640492,0.513695478,3.112649798,0.268214628,0.466936216,0.378546208,0.533661425,-9.548107624,1.333639264,0.045448085,0.344511807,0.545847535,3.403807163,0.302316099,0.547328591,0.437922001,0.564899325,-7.523171902,1.92713201,0.0560981,0.401025891,0.582735032,3.793117404,0.342996091,0.626639068,0.498370588,0.598543584,-6.263309717,2.473311067,0.068450537,0.074587809,0.050672869,0.562518921,0.056459141,0.104710886,0.08043731,0.050678661,2.477193336,0.808045952,0.015480273,58
8,,,,,,8/11/2017,190,Early,,,,,,,,,,,,,,WT1_17,,0.399734618,0.572274204,3.740020941,0.332019596,0.603108823,0.49068374,0.553218343,-9.429147195,2.493154864,0.054675531,81956,81956,81956,81956,81956,81956,81956,81956,81956,81956,C:/Users/LAT057/Documents/fine scale yield and leaf N prediction/SHP_Leaf_N\Tully_171108_WT1_transparent_reflectance_5bands_georef_stack_RE_stats.shp,"MULTIPOLYGON (((394004.2362676809 8010287.465014949, 394001.6383508188 8010255.406413469, 394000.0500275905 8010255.548529563, 394002.6423653698 8010287.617505358, 394004.2362676809 8010287.465014949)), ((393999.6069544552 8010287.907906503, 393996.9637305386 8010255.824677688, 393995.234661277 8010255.979387109, 393997.9843276755 8010288.063145016, 393999.6069544552 8010287.907906503)))",0.639507532,0.719617546,6.133114815,0.51813215,0.798576951,0.671281278,0.842969239,-3.791526318,6.701803684,0.131006181,0.146314055,0.390049785,2.278956175,0.167703763,0.289566249,0.230355591,0.357507855,-23.15205383,-0.685443163,0.022084672,0.340692624,0.536060065,3.310903192,0.2912452,0.527486935,0.430463403,0.524561256,-11.48215485,1.932537913,0.042655125,0.404187977,0.574797839,3.703645229,0.333473518,0.618435562,0.49963741,0.549594194,-8.954426765,2.551918268,0.0513236,0.461550698,0.609750688,4.12492907,0.372257575,0.688250527,0.556854218,0.577480197,-6.948100209,3.087562442,0.064203855,0.081382078,0.049733835,0.557057374,0.054823801,0.103494571,0.082134641,0.042588664,2.971980614,0.848430164,0.015770672,58
9,,,,,,8/11/2017,110,Early,,,,,,,,,,,,,,WT1_18,,0.384962356,0.56455402,3.646596651,0.31944453,0.583872319,0.476164529,0.549646115,-9.017984453,2.394350244,0.05635769,71044,71044,71044,71044,71044,71044,71044,71044,71044,71044,C:/Users/LAT057/Documents/fine scale yield and leaf N prediction/SHP_Leaf_N\Tully_171108_WT1_transparent_reflectance_5bands_georef_stack_RE_stats.shp,"MULTIPOLYGON (((393994.826078406 8010288.365298242, 393992.2969021368 8010256.242244721, 393990.4874306464 8010256.404148175, 393993.2483157283 8010288.516244556, 393994.826078406 8010288.365298242)), ((393990.0495743258 8010288.822271712, 393987.415225049 8010256.679035457, 393985.6917923711 8010256.833240543, 393988.4584096375 8010288.97450021, 393990.0495743258 8010288.822271712)))",0.603610039,0.709591448,5.886849403,0.493600428,0.789254725,0.657023668,0.763621092,-4.296266556,4.939763069,0.133289963,0.1577463,0.411292493,2.397272825,0.145340025,0.289548337,0.231243432,0.400710762,-19.83546066,-0.379481554,0.026606234,0.327774748,0.530308932,3.258118033,0.279994637,0.507861242,0.415677227,0.523712561,-10.81160092,1.831065118,0.044857172,0.384334639,0.563799709,3.585049868,0.31745398,0.590444654,0.478798136,0.546916902,-8.465640545,2.439407349,0.053585647,0.44293502,0.59832707,3.979175389,0.356763721,0.66653277,0.539874449,0.572453871,-6.8547858,2.989263654,0.06575606,0.076956759,0.046221802,0.509639281,0.052644442,0.101143687,0.079884302,0.037771128,2.615985992,0.812713825,0.01494413,58
